:START_ID(Book),:END_ID(Author)
6911,"Jordan, William George"
6912,"Greer, Carlotta C. (Carlotta Cherryholmes)"
6913,"Radisson, Pierre Esprit"
6914,"Cranch, Christopher Pearse"
6915,"Leslie, Lawrence J."
6916,"Traill, H. D. (Henry Duff)"
6917,"Dent, John Charles"
6918,"Prescott, William Hickling"
6919,"Huxley, Thomas Henry"
692,"Riley, James Whitcomb"
6920,"Marcus Aurelius, Emperor of Rome"
6921,"Corelli, Marie"
6922,"Schipper, Lieuwe"
6923,Molière
6924,"Shakespeare, William"
6925,"Ellwood, Thomas"
6926,"Lathrop, Rose Hawthorne"
6927,"Wodehouse, P. G. (Pelham Grenville)"
6928,"Gladden, Washington"
6929,"Milton, John"
693,"Mitchell, S. Weir (Silas Weir)"
6930,"Spenser, Edmund"
6931,"Stowe, Harriet Beecher"
6932,"Bacon, Mary Schell Hoke"
6933,"Parkman, Francis"
6934,"Collins, A. Frederick (Archie Frederick)"
6935,"Collins, A. Frederick (Archie Frederick)"
6936,"Defoe, Daniel"
6937,"Hales, John W. (John Wesley)"
6938,"Aragona, Tullia d'"
6939,"Scott, Walter"
694,Various
6940,"Scott, Walter"
6941,"Scott, Walter"
6942,"Scott, Walter"
6943,"Scott, Walter"
6944,"Scott, Walter"
6945,"Armour, Rebecca Agatha"
6946,"Ward, Artemus"
6947,"Thompson, Daniel P. (Daniel Pierce)"
6948,"Graves, Armgaard Karl"
6949,"White, Andrew Dickson"
695,"Kingsley, Charles"
6950,"Hope, Laura Lee"
6951,"Darwin, Charles"
6952,"Henty, G. A. (George Alfred)"
6953,"Henty, G. A. (George Alfred)"
6954,"Holmes, Mary Jane"
6955,"Wodehouse, P. G. (Pelham Grenville)"
6956,"Roberts, Charles G. D., Sir"
6957,"Young, T. F. (Thomas Frederick)"
6958,"Castlemon, Harry"
6959,"Stroobant, Eugeen Edward"
696,"Walpole, Horace"
6960,"Seaver, James E. (James Everett)"
6961,"Cox, Jacob D. (Jacob Dolson)"
6962,"Cox, Jacob D. (Jacob Dolson)"
6963,"Elson, William H. (William Harris)"
6964,"Kent, Cicely"
6965,"Barrie, J. M. (James Matthew)"
6966,"Hélie, Auguste"
6967,"Prescott, William Hickling"
6968,"Prescott, William Hickling"
6969,Lysias
697,"MacDonald, George"
6970,"Macé, Jean"
6971,"Abrahams, Israel"
6972,"Nicholl, M. A."
6973,"Goldfrap, John Henry"
6974,"Merriman, Henry Seton"
6975,"Shakespeare, William"
6976,"Stock, Eugene"
6977,"McConnell, James R. (James Rogers)"
6978,"Rorer, S. T."
6979,"Crane, Stephen"
698,"Stevenson, Robert Louis"
6980,"Wodehouse, P. G. (Pelham Grenville)"
6981,"Jefferies, Richard"
6982,"Hawthorne, Julian"
6983,"Wilson, Edward Francis"
6984,"Wodehouse, P. G. (Pelham Grenville)"
6985,"Wodehouse, P. G. (Pelham Grenville)"
6986,"Steele, Joel Dorman"
6987,"Sidney, Margaret"
6988,"Blackbird, Andrew J."
6989,"Pennell, Robert F."
699,"Dickens, Charles"
6990,"Shakespeare, William"
6991,"Porter, Eleanor H. (Eleanor Hodgman)"
6992,"Milne, A. A. (Alan Alexander)"
6993,"Shiel, M. P. (Matthew Phipps)"
6994,"Hugo, Victor"
6995,"Bangs, John Kendrick"
6996,"Shakespeare, William"
6997,"Wright, Harold Bell"
6998,"Brown, Edna Adelaide"
6999,"Orr, Charles Ebert"
70,"Twain, Mark"
700,"Dickens, Charles"
7001,"Morga, Antonio de"
7002,"Irving, Washington"
7003,"Scott, Walter"
7004,"Scott, Walter"
7005,"Scott, Walter"
7006,"Henty, G. A. (George Alfred)"
7007,"Andersen, H. C. (Hans Christian)"
7008,"Hill, Grace Livingston"
7009,Molière
701,"Ruskin, John"
7010,"Kellogg, Brainerd"
7011,"Zola, Émile"
7012,"Mistral, Frédéric"
7013,"Sylvester, Charles Herbert"
7014,"Humboldt, Alexander von"
7015,Shinran
7016,"Berry, R. L. (Robert Lee)"
7017,"Cole, Fay-Cooper"
7018,"Stampoy, Pappity"
702,"Young, Martha"
7020,"Cooper, Lane"
7021,"Adye, John, Sir"
7022,"Shakespeare, William"
7023,"Scott, Walter"
7024,"Scott, Walter"
7025,"Scott, Walter"
7026,"Shaw, S. B. (Solomon Benjamin)"
7027,"Williams, Effie Mae Hency"
7028,"Wodehouse, P. G. (Pelham Grenville)"
7029,"Watson, Lillian Eichler"
703,"Lovelace, Richard"
7030,"Jefferies, Richard"
7031,"Hull, E. M. (Edith Maude)"
7032,"Kingsley, Charles"
7033,"Le Moine, J. M. (James MacPherson), Sir"
7034,"Weir, Arthur"
7035,"Hale, Mabel"
7036,"Byrum, Isabel C. (Isabel Coston)"
7037,"Henty, G. A. (George Alfred)"
7038,"Susag, S. O."
7039,"Carpenter, Minnie Lindsay Rowell"
704,"Van Dyke, Henry"
7040,"Lecomte, Eva"
7041,"Shakespeare, William"
7042,"Kingsley, Charles"
7043,"Shakespeare, William"
7044,"Hegermann-Lindencrone, L. de (Lillie de)"
7045,"Anderson, Sherwood"
7046,"Whitcomb, Harriet Manning"
7047,"Bruce, Mary Grant"
7048,"Anderson, Sherwood"
7049,"Grünfeld, Walter"
705,"Fairless, Michael"
7050,"Wodehouse, P. G. (Pelham Grenville)"
7051,"Kingsley, Charles"
7052,"Bellamy, Edward"
7053,"White, William Hale"
7054,"Guizot, François"
7055,"Webb, Mary Gladys Meredith"
7056,"Lathrop, Rose Hawthorne"
7057,"Hawthorne, Julian"
7058,"Wells, H. G. (Herbert George)"
7059,"Farnol, Jeffery"
706,"Hornung, E. W. (Ernest William)"
7060,"Henty, G. A. (George Alfred)"
7061,"Henty, G. A. (George Alfred)"
7062,"Barr, Amelia E."
7063,"Fleming, May Agnes"
7064,"Parkman, Francis"
7065,"Lawson, Henry"
7066,"Cannon, Frank J."
7067,Molière
7068,"Stifter, Adalbert"
7069,"Maclaren, Alexander"
707,"Hornung, E. W. (Ernest William)"
7070,"Henty, G. A. (George Alfred)"
7071,"Henty, G. A. (George Alfred)"
7072,"Franck, Harry Alverson"
7073,Sophocles
7074,"Leprince de Beaumont, Madame (Jeanne-Marie)"
7075,"Bernhardt, Sarah"
7076,"Foote, G. W. (George William)"
7077,"Hughes, Rupert"
7079,"Dumas, Alexandre"
708,"MacDonald, George"
7080,"Bright, John"
7081,"Penrose, Margaret"
7082,"Godwin, William"
7083,"Howells, William Dean"
7084,"Meredith, Isabel"
7085,"Hawthorne, Nathaniel"
7086,"Tytler, Sarah"
7087,"Thompson, Daniel P. (Daniel Pierce)"
7088,"Bunyan, John"
7089,"Defoe, Daniel"
709,"MacDonald, George"
7090,"Stern, Eva"
7091,"Muir, John"
7092,"Beethoven, Ludwig van"
7093,"Beethoven, Ludwig van"
7094,"Cervantes Saavedra, Miguel de"
7096,"Budge, E. A. Wallis (Ernest Alfred Wallis), Sir"
7097,"Black Hawk, Sauk chief"
7098,"Higginson, Thomas Wentworth"
7099,"FitzGibbon, Mary Agnes"
71,"Thoreau, Henry David"
710,"London, Jack"
7100,"Twain, Mark"
7101,"Twain, Mark"
7102,"Twain, Mark"
7103,"Twain, Mark"
7104,"Twain, Mark"
7105,"Twain, Mark"
7106,"Twain, Mark"
7107,"Twain, Mark"
7108,"Sheridan, Richard Brinsley"
7109,Voltaire
711,"Haggard, H. Rider (Henry Rider)"
7110,"Lathrop, George Parsons"
7111,"Burton, Richard Francis, Sir"
7112,"Blackmore, R. D. (Richard Doddridge)"
7113,"Burton, Richard Francis, Sir"
7114,"Maupassant, Guy de"
7115,"Stidger, William L. (William Le Roy)"
7116,"Chambers, Robert"
7117,"Reid, T. Wemyss (Thomas Wemyss)"
7118,"James, Henry"
7119,"Hawthorne, Nathaniel"
712,"Ellis, Edward Sylvester"
7120,"Turgenev, Ivan Sergeevich"
7121,"Socci, Ettore"
7122,"Cowherd, Thomas"
7123,"Rockwell, F. F. (Frederick Frye)"
7124,"Ballantyne, R. M. (Robert Michael)"
7125,"Duff, Mildred"
7126,"Morris, Alexander"
7127,"MacDonald, George"
7129,"Slemons, J. Morris (Josiah Morris)"
713,"Mackay, Charles"
7130,"Howells, William Dean"
7131,"Hawthorne, Julian"
7132,"Hudson, W. H. (William Henry)"
7133,"Logan, John Alexander"
7134,"Logan, John Alexander"
7135,"Logan, John Alexander"
7136,"Logan, John Alexander"
7137,"Logan, John Alexander"
7138,"Logan, John Alexander"
7139,"Logan, John Alexander"
714,"Hope, Laura Lee"
7140,"Logan, John Alexander"
7141,"Howells, William Dean"
7142,Thucydides
7143,"Leslie, Lawrence J."
7144,"Lawson, Henry"
7145,"Budge, E. A. Wallis (Ernest Alfred Wallis), Sir"
7146,"Burney, Fanny"
7147,"Finley, John H. (John Huston)"
7148,"Schlegel, August Wilhelm von"
7149,"White, Henry Kirke"
715,"Buchan, John"
7150,"Huxley, Thomas Henry"
7151,"Garibaldi, Giuseppe"
7152,"Burney, Fanny"
7153,"Harris, Frank"
7154,"Twain, Mark"
7155,"Twain, Mark"
7156,"Twain, Mark"
7157,"Twain, Mark"
7158,"Twain, Mark"
7159,"Twain, Mark"
716,"Marquis, Don"
7160,"Twain, Mark"
7161,"Twain, Mark"
7162,"Twain, Mark"
7163,"Favenc, Ernest"
7164,"Tagore, Rabindranath"
7165,"De Vere, Aubrey"
7166,"Tagore, Rabindranath"
7168,"McFadyen, John Edgar"
717,"Hearn, Lafcadio"
7170,"Stearns, Frank Preston"
7171,"Hergesheimer, Joseph"
7172,"Ibsen, Henrik"
7173,"France, Anatole"
7174,"MacDonald, George"
7175,"Gaudapurnanandacakravarti, active 17th century"
7176,"Tolstoy, Leo, graf"
7177,"Banfield, E. J. (Edmund James)"
7178,"Proust, Marcel"
7179,"Maclaren, Ian"
718,"Wells, H. G. (Herbert George)"
7180,"Lover, Samuel"
7181,"Landor, Edward Wilson"
7182,"Hakluyt, Richard"
7183,"Hawthorne, Nathaniel"
7184,"Savigny, Annie Gregg"
7185,"Shakespeare, William"
7186,"Shakespeare, William"
7187,"Howells, William Dean"
7188,"Reed, Alonzo"
7189,"Pollard, A. F. (Albert Frederick)"
719,"Henley, William Ernest"
7190,"Benson, Roy"
7191,"Yonge, Charlotte M. (Charlotte Mary)"
7192,"Biddulph, Elizabeth Philippa Yorke, baroness"
7193,"Twain, Mark"
7194,"Twain, Mark"
7195,"Twain, Mark"
7196,"Twain, Mark"
7197,"Twain, Mark"
7198,"Twain, Mark"
7199,"Twain, Mark"
72,"Burroughs, Edgar Rice"
720,"Conrad, Joseph"
7200,"Twain, Mark"
7201,"Fletcher, Robert Huntington"
7202,"Nietzsche, Friedrich Wilhelm"
7203,"Nietzsche, Friedrich Wilhelm"
7204,"Nietzsche, Friedrich Wilhelm"
7205,"Nietzsche, Friedrich Wilhelm"
7206,"Nietzsche, Friedrich Wilhelm"
7207,"Nietzsche, Friedrich Wilhelm"
7208,"Morley, Christopher"
7209,"Guiguzi, active 4th century B.C."
721,"Wiggin, Kate Douglas Smith"
7210,"Penrose, Margaret"
7211,"Philbrick, John D. (John Dudley)"
7212,"Argyll, John Douglas Sutherland Campbell, Duke of"
7213,"Ford, Henry"
7214,"Hamsun, Knut"
7215,"Deng, Xi"
7216,"Gongsun, Long, active 3rd century B.C."
7217,"Liu, Shao, active 3rd century"
7218,"Huang, Shigong, active 3rd century B.C."
7219,"Wei, Liao, active 4th century B.C."
722,"Adam, G. Mercer (Graeme Mercer)"
7220,"Wang, Mian"
7221,Various
7222,"Scott, Leader"
7224,"Hamblin, Henry Thomas"
7225,"Shakespeare, William"
7226,"Shakespeare, William"
7227,"Ruskin, John"
7228,"Curzon, Sarah Anne"
7229,"Henty, G. A. (George Alfred)"
723,"Howells, William Dean"
7230,"Westbrook, H. W. (Herbert Wetton)"
7231,"Meade, L. T."
7232,"Shakespeare, William"
7233,"Shakespeare, William"
7234,"Vries, Hugo de"
7235,"Bacon, Delia Salter"
7236,"Shakespeare, William"
7237,"Lucas, E. V. (Edward Verrall)"
7238,"Gerard, James W. (James Watson)"
7239,"Crane, Stephen"
724,"Howells, William Dean"
7240,"Shakespeare, William"
7241,"La Fontaine, Jean de"
7242,"Twain, Mark"
7243,"Twain, Mark"
7244,"Twain, Mark"
7245,"Twain, Mark"
7246,"Twain, Mark"
7247,"Twain, Mark"
7248,"Twain, Mark"
7249,"Twain, Mark"
725,"Smiles, Samuel"
7250,"Twain, Mark"
7251,"Holley, Marietta"
7252,"Marble, Annie Russell"
7254,"Bonpland, Aimé"
7255,"Stearns, Frank Preston"
7256,"Henry, O."
7257,"Godkin, Edwin Lawrence"
7258,"Beckford, William"
7259,"Wade, James P."
726,"Howells, William Dean"
7260,"Gan, Bao, active 317-322"
7262,"Bradley, Richard"
7263,"Loti, Pierre"
7264,"Shakespeare, William"
7265,"Thackeray, William Makepeace"
7266,"Tao, Qian"
7267,"Capuana, Luigi"
7268,"France, Anatole"
7269,"Shakespeare, William"
727,"Carpenter, John A."
7270,"Gan, Bao, active 317-322"
7271,"Gan, Bao, active 317-322"
7272,"Gan, Bao, active 317-322"
7273,"Gan, Bao, active 317-322"
7274,"Painter, F. V. N. (Franklin Verzelius Newton)"
7275,"Eliot, T. S. (Thomas Stearns)"
7276,"Shakespeare, William"
7278,"Martin, Theodore, Sir"
7279,Molière
728,"Howells, William Dean"
7280,"Burroughs, John"
7281,"Scott, Michael"
7282,"Plautus, Titus Maccius"
7284,"Yonge, Charlotte M. (Charlotte Mary)"
7285,"Han, Ying, active 150 B.C."
7286,"Han, Ying, active 150 B.C."
7287,"Han, Ying, active 150 B.C."
7288,"Han, Ying, active 150 B.C."
7289,"Han, Ying, active 150 B.C."
729,"Levy, Steven"
7290,"Han, Ying, active 150 B.C."
7291,"Ruskin, John"
7292,"Shakespeare, William"
7293,"Day, Horace B."
7294,"Ardant du Picq, Charles Jean Jacques Joseph"
7295,"Haviland, Laura S. (Laura Smith)"
7296,"Masefield, John"
7298,"Wodehouse, P. G. (Pelham Grenville)"
7299,"Birrell, Augustine"
73,"Crane, Stephen"
730,"Dickens, Charles"
7300,"Johnson, Helen Kendrick"
7301,"Woodberry, George Edward"
7302,"Sears, John Van der Zee"
7303,"Bellamy, Edward"
7304,"Scott, Ernest, Sir"
7305,"Sieveking, I. Giberne (Isabel Giberne)"
7306,"De Quincey, Thomas"
7307,"Goncharov, Ivan Aleksandrovich"
7308,"Wells, H. G. (Herbert George)"
7309,Anonymous
731,"Gibbon, Edward"
7310,"Milne, A. A. (Alan Alexander)"
7311,"Howells, William Dean"
7312,"Shen, Kuo"
7313,"Shen, Kuo"
7314,"Shen, Kuo"
7315,"Shen, Kuo"
7316,"Shen, Kuo"
7317,"Shen, Kuo"
7318,"Henty, G. A. (George Alfred)"
7319,"Holbach, Paul Henri Thiry, baron d'"
732,"Gibbon, Edward"
7320,"Rodenbough, Theophilus F. (Theophilus Francis)"
7322,"Holmes, Oliver Wendell"
7323,"Shakespeare, William"
7324,"Banfield, E. J. (Edmund James)"
7325,"Lathrop, George Parsons"
7326,"Gough, George W."
7327,"Liu, Xiang"
7328,"Liu, Xiang"
7329,"Liu, Xiang"
733,"Gibbon, Edward"
7330,"Liu, Xiang"
7331,"Liu, Xiang"
7332,"Liu, Xiang"
7333,"Einstein, Albert"
7334,"Henty, G. A. (George Alfred)"
7335,"Hemyng, Bracebridge"
7336,"Battersby, H. S. (Hannah S.)"
7337,Laozi
7338,"Sell, Henry T. (Henry Thorne)"
7339,"Hubbard, John Niles"
734,"Gibbon, Edward"
7340,"Lü, Shang"
7341,"Liezi, active 4th century B.C."
7342,"Zhong, Rong, active 502-519"
7343,"Medley, D. J. (Dudley Julius)"
7344,"Hawthorne, Julian"
7345,"Muir, John"
7346,"Henty, G. A. (George Alfred)"
7348,"Macomber, Ben"
7349,"Tang, Jingwu"
735,"Gibbon, Edward"
7350,"Lansdown, Lillian B."
7351,"Maclaren, Alexander"
7352,"Belloc, Hilaire"
7353,"Hudson, W. H. (William Henry)"
7354,"Belloc, Hilaire"
7355,"Wharton, William H. (William Harris)"
7356,"Ralphson, G. Harvey (George Harvey)"
7357,"Gellibrand, Emma"
7358,"Stretton, Hesba"
7359,"Howells, William Dean"
736,"Gibbon, Edward"
7361,"Juglar, Clément"
7363,"Strindberg, August"
7364,"Howells, William Dean"
7365,"Milne, A. A. (Alan Alexander)"
7366,"Bjørnson, Bjørnstjerne"
7367,"Guan, Zhong"
7368,"Glaspell, Susan"
7369,"Masefield, John"
737,"Hope, Laura Lee"
7370,"Locke, John"
7371,"Radcliffe, Ann Ward"
7372,"Hawthorne, Nathaniel"
7373,"Belloc, Hilaire"
7374,"Crawford, F. Marion (Francis Marion)"
7375,"Zhu, Xi"
7376,"Zhu, Xi"
7377,"Abhedananda, Swami"
7378,"Yonge, Charlotte M. (Charlotte Mary)"
7379,"White, William Hale"
738,"Lang, Andrew"
7380,"Douglas, Norman"
7381,"Trollope, Anthony"
7382,"Gwynn, Stephen Lucius"
7383,"Shang, Yang"
7384,"Anchieta, José de"
7385,"Douglas, Norman"
7386,"Petrie, W. M. Flinders (William Matthew Flinders)"
7387,"Yonge, Charlotte M. (Charlotte Mary)"
7388,"Holmes, Oliver Wendell"
7389,"Holmes, Oliver Wendell"
739,"Clay, Henry"
7390,"Holmes, Oliver Wendell"
7391,"Holmes, Oliver Wendell"
7392,"Holmes, Oliver Wendell"
7393,"Holmes, Oliver Wendell"
7394,"Holmes, Oliver Wendell"
7395,"Holmes, Oliver Wendell"
7396,"Holmes, Oliver Wendell"
7397,"Holmes, Oliver Wendell"
7398,"Holmes, Oliver Wendell"
7399,"Holmes, Oliver Wendell"
74,"Twain, Mark"
740,"Calhoun, John C. (John Caldwell)"
7400,"Holmes, Oliver Wendell"
7401,"Hudson, W. H. (William Henry)"
7402,Sallust
7403,"Catherine, of Siena, Saint"
7404,"Burroughs, John"
7405,"Lardner, Ring"
7406,"Lu, Yu"
7407,"Zhang, Ni"
7408,"Xun, Yue"
7409,"Pope, Alexander"
741,"Benton, Thomas Hart"
7410,"Howells, William Dean"
7411,"Cheney, Sheldon"
7412,"Disraeli, Benjamin, Earl of Beaconsfield"
7413,"Petrie, W. M. Flinders (William Matthew Flinders)"
7414,"Anderson, Sherwood"
7415,"Hudson, W. H. (William Henry)"
7416,"Balzac, Honoré de"
7417,"Balzac, Honoré de"
7418,"Zhang, Chao"
7419,"Zhang, Chao"
742,"Brisbane, Arthur"
7420,"Zhang, Chao"
7421,"Wilcox, Ella Wheeler"
7422,"Howells, William Dean"
7423,"Wodehouse, P. G. (Pelham Grenville)"
7424,"Widdemer, Margaret"
7425,"Alcott, Louisa May"
7426,"Dumas, Alexandre"
7427,"Pittenger, William"
7428,"Bentley, Mildred Maddocks"
7429,"Cole, Mary"
743,"Godwin, William"
7430,"Howells, William Dean"
7431,"Hawthorne, Julian"
7432,"Belloc, Hilaire"
7433,"James, Henry"
7434,"Sidney, Margaret"
7435,"Blackmore, R. D. (Richard Doddridge)"
7436,"Greene, M. Louise (Maria Louise)"
7437,"Walton, O. F., Mrs."
7438,"Helps, Arthur, Sir"
744,"Bonnell, Jerry T."
7441,"Burroughs, John"
7442,"Verne, Jules"
7443,"Anderson, Sherwood"
7444,Molière
7445,"Curtis, George William"
7446,"Hudson, W. H. (William Henry)"
7447,"Lawson, Henry"
7448,"Yeats, W. B. (William Butler)"
7449,"Knapp, Samuel L. (Samuel Lorenzo)"
745,"Kanada, Yasumasa"
7450,"Scott, Ernest, Sir"
7451,Molière
7452,"Yogananda, Paramahansa"
7453,"Jennings, James"
7454,"Yan, Zhitui"
7455,"Yan, Zhitui"
7456,"Yan, Zhitui"
7457,"Yan, Zhitui"
7458,"Yan, Zhitui"
7459,"Capuana, Luigi"
746,"London, Jack"
7460,"Atwater, Emily Paret"
7461,"Zola, Émile"
7462,"Zola, Émile"
7463,"England, George Allan"
7464,"Wodehouse, P. G. (Pelham Grenville)"
7465,"Otis, James"
7466,"Hakluyt, Richard"
7467,"Thackeray, William Makepeace"
7468,"Tao, Qian"
7469,"Eliot, George"
747,"Pyle, Walter L. (Walter Lytle)"
7470,"Hay, John"
7471,"Wodehouse, P. G. (Pelham Grenville)"
7472,"Bellamy, Edward"
7473,"Rockwood, Roy"
7474,"Hogarth, D. G. (David George)"
7475,"Curtis, George William"
7476,"Hakluyt, Richard"
7477,"Dunsany, Lord"
7478,"Otis, James"
7479,"Brooks, Amy"
748,"Yates, Dornford"
7480,"Sologub, Fyodor"
7481,"Trollope, Anthony"
7482,"Landman, Isaac"
7483,"Guan, Zhong"
7484,"Guan, Zhong"
7485,"Mitchell, John Ames"
7486,"Bacheller, Irving"
7487,"Disraeli, Benjamin, Earl of Beaconsfield"
7488,"Chisholm, Louey"
7489,"Lumholtz, Carl"
749,"John of Damascus, Saint"
7490,"Chaucer, Geoffrey"
7491,"Cicero, Marcus Tullius"
7492,"Chambers, Robert W. (Robert William)"
7493,"Ellis, Edward Sylvester"
7494,"Hope, Laura Lee"
7495,"Lutz, Henry F. (Henry Frey)"
7496,"Young, Clarence"
7497,"Pidgin, Charles Felton"
7498,"Sidney, Margaret"
7499,"Ray, George Whitfield"
75,"Goodwin, John E."
7500,"Spyri, Johanna"
7501,"Pilniak, Boris"
7502,"Howells, William Dean"
7503,"Mörike, Eduard"
7504,"Bishop, Austin"
7505,"Anderson, Robert Gordon"
7506,"Ellis, Edward Sylvester"
7507,"Beethoven, Ludwig van"
7508,"Moore, George Augustus"
7509,"Lee, Ida"
751,"Holmes, Oliver Wendell"
7510,"Parrish, Randall"
7511,"Spyri, Johanna"
7512,"Spyri, Johanna"
7513,"Andersen, H. C. (Hans Christian)"
7514,"Stock, St. George William Joseph"
7515,"Dawson, Coningsby"
7516,"Wharton, Edith"
7517,"Wharton, Edith"
7518,"Babbitt, Ellen C."
7519,"Friebe, A. Frances (Abby Frances)"
7520,"Burt, Katharine Newlin"
7521,"Cubberley, Ellwood Patterson"
7522,"Sinclair, Upton"
7523,"Little, Frances"
7524,"Tacitus, Cornelius"
7525,"Cruttwell, Charles Thomas"
7526,"Bird, Isabella L. (Isabella Lucy)"
7527,"Hedge-Cheney, Jacquelyn"
7528,"Lord, Frances E. (Frances Ellen)"
7529,"James, Henry"
753,"White, Stewart Edward"
7530,"Slouschz, Nahum"
7537,"Hamsun, Knut"
7538,"Casanova, Giacomo"
7539,"Chesterfield, Philip Dormer Stanhope, Earl of"
754,"Van Loon, Hendrik Willem"
7540,"Young, Filson"
7541,"Dumas, Alexandre"
7542,"Ebers, Georg"
7543,"La Fontaine, Jean de"
7544,"Galsworthy, John"
7545,"Holmes, Oliver Wendell"
7546,"Howells, William Dean"
7547,"Lincoln, Abraham"
7548,"Lever, Charles James"
7549,"Maupassant, Guy de"
755,"Bird, Isabella L. (Isabella Lucy)"
7550,"Meredith, George"
7551,"Montaigne, Michel de"
7552,"Motley, John Lothrop"
7553,"Parker, Gilbert"
7554,"Pepys, Samuel"
7555,"Rousseau, Jean-Jacques"
7556,"Twain, Mark"
7557,"Warner, Charles Dudley"
7558,"Campan, Mme. (Jeanne-Louise-Henriette)"
7559,"Goldsmith, Lewis"
756,"Munk, J. A. (Joseph Amasa)"
7560,"Hamilton, Anthony, Count"
7561,"Du Hausset, Mme."
7562,"Montespan, Françoise-Athénaïs de Rochechouart de Mortemart, marquise de"
7563,"Orléans, Charlotte-Elisabeth, duchesse d'"
7564,"Retz, Jean François Paul de Gondi de"
7565,"Saint-Simon, Louis de Rouvroy, duc de"
7566,"Marguerite, Queen, consort of Henry IV, King of France"
7567,"Bazin, René"
7568,"Bentzon, Th."
7569,"Bernard, Charles de"
757,"Gilbert, W. S. (William Schwenck)"
7570,"Bourget, Paul"
7571,"Claretie, Jules"
7572,"Coppée, François"
7573,"Daudet, Alphonse"
7574,"Vigny, Alfred de"
7575,"Droz, Gustave"
7576,"Feuillet, Octave"
7577,"France, Anatole"
7578,"Halévy, Ludovic"
7579,"Loti, Pierre"
758,Geological Survey (U.S.)
7580,"Malot, Hector"
7581,"Massa, Philippe, marquis de"
7582,"Musset, Alfred de"
7583,"Ohnet, Georges"
7584,"Souvestre, Émile"
7585,"Theuriet, André"
7586,"Lytton, Edward Bulwer Lytton, Baron"
7587,"Lytton, Edward Bulwer Lytton, Baron"
7588,"Lytton, Edward Bulwer Lytton, Baron"
7589,"Lytton, Edward Bulwer Lytton, Baron"
759,"Beerbohm, Max, Sir"
7590,"Lytton, Edward Bulwer Lytton, Baron"
7591,"Lytton, Edward Bulwer Lytton, Baron"
7592,"Lytton, Edward Bulwer Lytton, Baron"
7593,"Lytton, Edward Bulwer Lytton, Baron"
7594,"Lytton, Edward Bulwer Lytton, Baron"
7595,"Lytton, Edward Bulwer Lytton, Baron"
7596,"Lytton, Edward Bulwer Lytton, Baron"
7597,"Lytton, Edward Bulwer Lytton, Baron"
7598,"Lytton, Edward Bulwer Lytton, Baron"
7599,"Lytton, Edward Bulwer Lytton, Baron"
76,"Twain, Mark"
760,"Beerbohm, Max, Sir"
7600,"Webster, Daniel"
7601,"Lytton, Edward Bulwer Lytton, Baron"
7602,"Lytton, Edward Bulwer Lytton, Baron"
7603,"Lytton, Edward Bulwer Lytton, Baron"
7604,"Lytton, Edward Bulwer Lytton, Baron"
7605,"Lytton, Edward Bulwer Lytton, Baron"
7606,"Lytton, Edward Bulwer Lytton, Baron"
7607,"Lytton, Edward Bulwer Lytton, Baron"
7608,"Lytton, Edward Bulwer Lytton, Baron"
7609,"Lytton, Edward Bulwer Lytton, Baron"
761,"Beerbohm, Max, Sir"
7610,"Lytton, Edward Bulwer Lytton, Baron"
7611,"Lytton, Edward Bulwer Lytton, Baron"
7612,"Lytton, Edward Bulwer Lytton, Baron"
7613,"Lytton, Edward Bulwer Lytton, Baron"
7614,"Lytton, Edward Bulwer Lytton, Baron"
7615,"Lytton, Edward Bulwer Lytton, Baron"
7616,"Lytton, Edward Bulwer Lytton, Baron"
7617,"Lytton, Edward Bulwer Lytton, Baron"
7618,"Lytton, Edward Bulwer Lytton, Baron"
7619,"Lytton, Edward Bulwer Lytton, Baron"
762,"Whale, George"
7620,"Lytton, Edward Bulwer Lytton, Baron"
7621,"Lytton, Edward Bulwer Lytton, Baron"
7622,"Lytton, Edward Bulwer Lytton, Baron"
7623,"Lytton, Edward Bulwer Lytton, Baron"
7624,"Lytton, Edward Bulwer Lytton, Baron"
7625,"Lytton, Edward Bulwer Lytton, Baron"
7626,"Lytton, Edward Bulwer Lytton, Baron"
7627,"Lytton, Edward Bulwer Lytton, Baron"
7628,"Lytton, Edward Bulwer Lytton, Baron"
7629,"Lytton, Edward Bulwer Lytton, Baron"
763,"Miller, Marion Mills"
7630,"Lytton, Edward Bulwer Lytton, Baron"
7631,"Lytton, Edward Bulwer Lytton, Baron"
7632,"Lytton, Edward Bulwer Lytton, Baron"
7633,"Lytton, Edward Bulwer Lytton, Baron"
7634,"Lytton, Edward Bulwer Lytton, Baron"
7635,"Lytton, Edward Bulwer Lytton, Baron"
7636,"Lytton, Edward Bulwer Lytton, Baron"
7637,"Lytton, Edward Bulwer Lytton, Baron"
7638,"Lytton, Edward Bulwer Lytton, Baron"
7639,"Lytton, Edward Bulwer Lytton, Baron"
764,"Dodge, Mary Mapes"
7640,"Lytton, Edward Bulwer Lytton, Baron"
7641,"Lytton, Edward Bulwer Lytton, Baron"
7642,"Lytton, Edward Bulwer Lytton, Baron"
7643,"Lytton, Edward Bulwer Lytton, Baron"
7644,"Lytton, Edward Bulwer Lytton, Baron"
7645,"Lytton, Edward Bulwer Lytton, Baron"
7646,"Lytton, Edward Bulwer Lytton, Baron"
7647,"Lytton, Edward Bulwer Lytton, Baron"
7648,"Lytton, Edward Bulwer Lytton, Baron"
