:START_ID(Book),:END_ID(Author)
21278,Anonymous
21279,"Vonnegut, Kurt"
21280,"Makins, George Henry"
21281,"Baker, Henry E. (Henry Edwin)"
21282,"Palma, Ricardo"
21283,"Figueiredo, Francisco de Paula de"
21285,A.L.O.C.
21286,"Burgess, Thornton W. (Thornton Waldo)"
21287,"Vicente, Gil"
21288,Various
21289,Anonymous
2129,"Edgeworth, Maria"
21290,"Fonseca, Faustino da"
21291,"Marden, Orison Swett"
21292,"Fenn, George Manville"
21293,"Fenn, George Manville"
21294,"Fenn, George Manville"
21295,"Fenn, George Manville"
21296,"Fenn, George Manville"
21297,"Fenn, George Manville"
21298,"Fenn, George Manville"
21299,"Fenn, George Manville"
213,"Paterson, A. B. (Andrew Barton)"
2130,"More, Thomas, Saint"
21300,Various
21301,"Fenn, George Manville"
21302,"Fenn, George Manville"
21303,"Fenn, George Manville"
21304,"Fenn, George Manville"
21305,"Fenn, George Manville"
21306,"Fenn, George Manville"
21307,"Fenn, George Manville"
21308,"Fenn, George Manville"
21309,"Fenn, George Manville"
2131,Herodotus
21310,"Fenn, George Manville"
21311,"Fenn, George Manville"
21312,"Fenn, George Manville"
21313,"Fenn, George Manville"
21314,"Fenn, George Manville"
21315,"Fenn, George Manville"
21316,"Fenn, George Manville"
21317,"Fenn, George Manville"
21318,"Fenn, George Manville"
21319,"Fenn, George Manville"
2132,"Mühlbach, L. (Luise)"
21320,"Fenn, George Manville"
21321,"Altsheler, Joseph A. (Joseph Alexander)"
21322,"Bailey, Arthur Scott"
21323,"Grenfell, Wilfred Thomason, Sir"
21324,"Stonehouse, James"
21325,"Elliott, James, Sir"
21326,"Fenn, George Manville"
21327,"Maupassant, Guy de"
21328,"Arnot, William"
21329,"Daudet, Alphonse"
2133,"Giles, Herbert Allen"
21330,"Shairp, John Campbell"
21331,"Morier, James Justinian"
21332,"Kent, Charles"
21333,"Munro, Neil"
21334,"Farquhar, George"
21335,"Gaunt, Mary"
21336,"Jacobs, W. W. (William Wymark)"
21337,"Lang, Andrew"
21338,"Nash, Thomas"
21339,"Behn, Aphra"
2134,"Chesterton, G. K. (Gilbert Keith)"
21340,"Miller, Joaquin"
21341,"Miller, Edwin L. (Edwin Lillie)"
21342,"Baum, Paull F. (Paull Franklin)"
21343,"Girardin, Emile de, Mme"
21344,"Stratemeyer, Edward"
21345,"King, Charles"
21346,"Cooke, Ebenezer"
21347,"Päivärinta, Pietari"
21348,"Morse, John Torrey"
21349,"Hehn, Victor"
21350,"Udall, Nicholas"
21351,"Jackson, Percival"
21352,"Kingston, Alfred"
21353,"Allen, William H. (WIlliam Harvey)"
21354,"Fenn, George Manville"
21355,"Fenn, George Manville"
21356,"Fenn, George Manville"
21357,"Fenn, George Manville"
21358,"Fenn, George Manville"
21359,"Fenn, George Manville"
2136,"Swinburne, Algernon Charles"
21360,"Fenn, George Manville"
21361,"Fenn, George Manville"
21362,"Fenn, George Manville"
21363,"Fenn, George Manville"
21364,"Fenn, George Manville"
21365,"Fenn, George Manville"
21366,"Fenn, George Manville"
21367,"Fenn, George Manville"
21368,"Fenn, George Manville"
21369,Anonymous
2137,"Swinburne, Algernon Charles"
21370,"Burgess, Gelett"
21371,"Fenn, George Manville"
21372,"Fenn, George Manville"
21373,"Fenn, George Manville"
21374,"Fenn, George Manville"
21375,"Fenn, George Manville"
21376,"Fenn, George Manville"
21377,"Fenn, George Manville"
21378,"Fenn, George Manville"
21379,"Fenn, George Manville"
2138,"Kipling, Rudyard"
21380,"Fenn, George Manville"
21381,"Howells, William Dean"
21382,"Fenn, George Manville"
21383,"Kingston, William Henry Giles"
21384,"Kingston, William Henry Giles"
21385,"Kingston, William Henry Giles"
21386,"Kingston, William Henry Giles"
21387,"Kingston, William Henry Giles"
21388,"Kingston, William Henry Giles"
21389,"Kingston, William Henry Giles"
2139,"O'Reilly, A. J. (Augustine J.)"
21390,"Kingston, William Henry Giles"
21391,"Kingston, William Henry Giles"
21392,"Kingston, William Henry Giles"
21393,"Kingston, William Henry Giles"
21394,"Birmingham, George A."
21395,"Kingston, William Henry Giles"
21396,"Kingston, William Henry Giles"
21397,"Kingston, William Henry Giles"
21398,"Hawkes, Clarence"
21399,"Ellis, Mary"
214,"Lawson, Henry"
2140,"Bray, William"
21400,"Haslam, W. E."
21401,"Kingston, William Henry Giles"
21402,"Kingston, William Henry Giles"
21403,"Kingston, William Henry Giles"
21404,"Kingston, William Henry Giles"
21405,"Kingston, William Henry Giles"
21406,"Castelo Branco, Camilo"
21407,"Symons, Arthur"
21408,Various
21409,"Le Sage, Alain René"
2141,"Henry, O."
21410,"Neville, Henry"
21411,"Besant, Walter"
21412,"Bailey, Arthur Scott"
21413,"Rathenau, Walther"
21414,"Kains, M. G. (Maurice Grenville)"
21415,"Ashford, Daisy"
21416,"Alger, Horatio, Jr."
21417,"Schofield, John McAllister"
21418,"Hague, W. Grant (William Grant)"
21419,"Darroch, Alexander"
2142,"Tolstoy, Leo, graf"
21420,"Invernizio, Carolina"
21421,"Wyndham, Horace"
21422,"Avancini, Avancinio"
21423,"Serao, Matilde"
21424,"Boccaccio, Giovanni"
21425,"Abba, Giuseppe Cesare"
21426,"Bailey, Arthur Scott"
21427,"Nye, Bill"
21428,Unknown
21429,"Coelho, Adolfo"
21430,"Wilson, Robert Anderson"
21431,"Manning, Anne"
21432,"Beaumont, Grace"
21433,"Lima, S. de Magalhães (Sebastião de Magalhães)"
21434,"FitzGerald, Edward"
21435,"Conrad, Joseph"
21437,"Frost, Robert"
21438,"Haggard, H. Rider (Henry Rider)"
21439,"Del Rey, Lester"
21440,"Haggard, H. Rider (Henry Rider)"
21441,"Byron, George Gordon Byron, Baron"
21442,"Sheehan, James"
21443,"Greene, Sarah Pratt McLean"
21444,"Gummerus, K. J. (Kaarle Jaakko)"
21445,Various
21447,"Kingston, William Henry Giles"
21448,"Kingston, William Henry Giles"
21449,"Kingston, William Henry Giles"
2145,"Wallace, Lew"
21450,"Kingston, William Henry Giles"
21451,"Kingston, William Henry Giles"
21452,"Kingston, William Henry Giles"
21453,"Kingston, William Henry Giles"
21454,"Kingston, William Henry Giles"
21455,"Kingston, William Henry Giles"
21456,"Kingston, William Henry Giles"
21457,"Kingston, William Henry Giles"
21458,"Kingston, William Henry Giles"
21459,"Kingston, William Henry Giles"
2146,"Goethe, Johann Wolfgang von"
21460,"Kingston, William Henry Giles"
21461,"Kingston, William Henry Giles"
21462,"Kingston, William Henry Giles"
21463,"Kingston, William Henry Giles"
21464,"Kingston, William Henry Giles"
21465,"Kingston, William Henry Giles"
21466,"Kingston, William Henry Giles"
21467,"Kingston, William Henry Giles"
21468,"Kingston, William Henry Giles"
21469,"Kingston, William Henry Giles"
2147,"Poe, Edgar Allan"
21470,"Kingston, William Henry Giles"
21471,"Kingston, William Henry Giles"
21472,"Kingston, William Henry Giles"
21473,"Kingston, William Henry Giles"
21474,"Kingston, William Henry Giles"
21475,"Kingston, William Henry Giles"
21476,"Kingston, William Henry Giles"
21477,"Kingston, William Henry Giles"
21478,"Kingston, William Henry Giles"
21479,"Kingston, William Henry Giles"
2148,"Poe, Edgar Allan"
21480,"Kingston, William Henry Giles"
21481,"Kingston, William Henry Giles"
21482,"Kingston, William Henry Giles"
21483,"Kingston, William Henry Giles"
21484,"Kingston, William Henry Giles"
21485,"Kingston, William Henry Giles"
21486,"Kingston, William Henry Giles"
21487,"Kingston, William Henry Giles"
21488,"Kingston, William Henry Giles"
21489,"Verne, Jules"
2149,"Poe, Edgar Allan"
21490,"Kingston, William Henry Giles"
21491,"Kingston, William Henry Giles"
21492,"Kingston, William Henry Giles"
21493,"Kingston, William Henry Giles"
21494,"Fenn, George Manville"
21495,"Fenn, George Manville"
21496,"Warschauer, Joseph"
21497,"Cory, David"
21498,"Hurlbert, William Henry"
21499,"Graham, Stephen"
215,"London, Jack"
2150,"Poe, Edgar Allan"
21500,"Aikin, Lucy"
21501,"Becker, Carl L. (Carl Lotus)"
21502,"Babson, Roger Ward"
21503,Various
21504,"Kingston, William Henry Giles"
21505,"Kingston, William Henry Giles"
21506,"Kingston, William Henry Giles"
21507,"Rathborne, St. George"
21508,United States. Work Projects Administration
21509,"Pryer, William Stephen"
2151,"Poe, Edgar Allan"
21510,"Schmitz, James H."
21511,"Worley, George"
21512,"Daniel, Mooshie G."
21513,"Paltock, Robert"
21514,"Peacock, Thomas Love"
21515,"Otway, Thomas"
21517,"Grossmith, Weedon"
21518,"Dennis, C. J. (Clarence James)"
21519,"Burroughs, Edgar Rice"
2152,"London, Jack"
21520,"Doyle, Arthur Conan"
21521,"Carroll, Lewis"
21522,"Chesterton, G. K. (Gilbert Keith)"
21523,"Chambers, Robert W. (Robert William)"
21524,"Defoe, Daniel"
21525,"Chesterton, G. K. (Gilbert Keith)"
21526,"Baum, L. Frank (Lyman Frank)"
21527,"Schwayer, Adolf"
21528,Various
21529,"Williamson, C. N. (Charles Norris)"
2153,"Gaskell, Elizabeth Cleghorn"
21530,"Wallace, Edgar"
21531,"Fairham, William"
21532,"Shaw, Wilfred Byron"
21533,"Pascal, Théophile"
21534,"Watson, Kate Heintz"
21535,"Wassermann, Jakob"
21536,"Benson, Arthur Christopher"
21537,"Dodd, William Edward"
21538,"Hooper, James"
21539,"Snell, Roy J. (Roy Judson)"
2154,"Verne, Jules"
21541,"Scott, Kevin"
21542,"Hunt, H. Ernest (Harry Ernest)"
21543,"Johnson, William Henry"
21544,"Bibaud, Maximilien (François Marie Uncas Maximilien)"
21545,"Bandarra, Gonçalo Anes"
21546,"Barnum, Richard"
21547,"Turle, Frederica J."
21548,Ouida
21549,"Marryat, Frederick"
2155,"Moore, Frank Frankfort"
21550,"Marryat, Frederick"
21551,"Marryat, Frederick"
21552,"Marryat, Frederick"
21553,"Marryat, Frederick"
21554,"Marryat, Frederick"
21555,"Marryat, Frederick"
21556,"Marryat, Frederick"
21557,"Marryat, Frederick"
21558,"Marryat, Frederick"
21559,"Marryat, Frederick"
2156,"Giles, Herbert Allen"
21560,"Kirk, John"
21561,"Supino, I. B. (Igino Benvenuto)"
21562,"Mahan, A. T. (Alfred Thayer)"
21563,"Alfieri, Vittorio"
21564,"Lamas Carvajal, Valentín"
21565,"Hone, William"
21566,"Oldroyd, Osborn H. (Osborn Hamiline)"
21567,"Lima, S. de Magalhães (Sebastião de Magalhães)"
21568,"Teichner, Albert"
21569,"Bent, J. Theodore (James Theodore)"
2157,"Cooper, Susan Fenimore"
21570,"Pinero, Arthur Wing"
21571,"Marryat, Frederick"
21572,"Marryat, Frederick"
21573,"Marryat, Frederick"
21574,"Marryat, Frederick"
21575,"Marryat, Frederick"
21576,"Marryat, Frederick"
21577,"Marryat, Frederick"
21578,"Howard, Edward"
21579,"Marryat, Frederick"
2158,"Trollope, Anthony"
21580,"Marryat, Frederick"
21581,"Braga, Alberto Leal Barradas Monteiro"
21582,"Fahy, Patrick"
21583,"Riis, Jacob A. (Jacob August)"
21584,"Church, Alfred John"
21585,"Burnett, Frances Hodgson"
21586,"Doyle, Arthur Conan"
21587,"Doyle, Arthur Conan"
21588,"Grahame, Kenneth"
21589,"Coleridge, Samuel Taylor"
2159,"James, Henry"
21590,Various
21591,"Ruskin, John"
21592,"Boucherie, Anthony"
21593,"Kafka, Franz"
21594,"Chapman, Allen"
21595,Various
21596,Various
21597,"Bunner, H. C. (Henry Cuyler)"
21598,Various
21599,"Barnum, Richard"
216,Laozi
2160,"Smollett, T. (Tobias)"
21600,"Saintsbury, George"
21601,"Goldsmith, Oliver"
21602,"Eliot, T. S. (Thomas Stearns)"
21603,"Chesterton, G. K. (Gilbert Keith)"
21604,"Flaubert, Gustave"
21605,"Harris, Joel Chandler"
21606,"Crane, Stephen"
21607,"Hall, Charles Winslow"
21608,"Weir, James, Jr."
21609,"Rowe, Henry K. (Henry Kalloch)"
2161,"Burke, Thomas"
21610,"Pollyen, Howard D."
21611,Unknown
21612,"Hoare, Edward N."
21613,"Fuller, Henry Blake"
21614,"Henty, G. A. (George Alfred)"
21615,"Disraeli, Isaac"
21616,"Morrow, W. C. (William Chambers)"
21617,"Green, Anna Katharine"
21618,"Janvier, Thomas A. (Thomas Allibone)"
21619,"Bailey, Arthur Scott"
2162,"Goldman, Emma"
21620,"Schoolcraft, Henry Rowe"
21621,"Rutherford, William G. (William Gunion)"
21622,"Marden, Orison Swett"
21623,"Elliott, Calvin"
21624,"Russell, George William Erskine"
21625,"Mitchell, Ruth Comfort"
21626,"Ellis, Edward Sylvester"
21627,"Laumer, Keith"
21628,"Landor, Walter Savage"
2163,"Kipling, Rudyard"
21630,"Merryweather, F. Somner (Frederick Somner)"
21631,"Hillern, Wilhelmine von"
21632,"Alger, Horatio, Jr."
21633,"Hill, Grace Livingston"
21634,"Love, Nat"
21635,"Hueston, Ethel"
21636,"Cupples, George, Mrs."
21637,"McCarthy, Justin"
21638,"Cummings, Ray"
21639,"Webster, Jean"
2164,"Cooper, Susan Fenimore"
21640,"Boothby, Guy"
21641,Duchess
21642,"Cadogan, Adelaide, Lady"
21643,"Mitton, G. E. (Geraldine Edith)"
21644,"Moorhouse, Herbert Joseph"
21645,"Crawford, Mary Caroline"
21646,"Windsor, William"
21647,"Smith, E. E. (Edward Elmer)"
21648,"Besant, Walter"
2165,"Eliot, George"
21650,"Leigh, Felix"
21651,"Blasco Ibáñez, Vicente"
21652,"Ellis, Edward Sylvester"
21653,"Jaques-Dalcroze, Émile"
21654,"Norton, Minerva Brace"
21655,"Maupassant, Guy de"
21656,"Brazil, Angela"
21657,"Moorhouse, Herbert Joseph"
21658,"Kreutzwald, Friedrich Reinhold"
21659,"Franklin, Miles"
2166,"Haggard, H. Rider (Henry Rider)"
21660,"Cheyney, Edward Potts"
21661,"Lynch, George"
21662,"Henley, William Ernest"
21663,"Perring, Mrs."
21664,"Castlemon, Harry"
21665,"Meiklejohn, J. M. D. (John Miller Dow)"
21666,"Mathews, Joanna H. (Joanna Hooe)"
21667,"Burden, E. R."
21668,"Powys, John Cowper"
21669,"Liszt, Franz"
2167,"Macaulay, Thomas Babington Macaulay, Baron"
21670,"Serviss, Garrett Putman"
21671,"Randall, Homer"
21672,"Smith, A. Murray, Mrs."
21673,"Jääskeläinen, Kaapro"
21674,"Rhodes, Kathlyn"
21675,"Brooks, Henry M. (Henry Mason)"
21676,"Herford, Oliver"
21677,"Raleigh, Walter Alexander, Sir"
21678,"Eells, Elsie Spicer"
2168,"Macaulay, Thomas Babington Macaulay, Baron"
21680,"Cammerer, Adelbert"
21681,"Brady, Cyrus Townsend"
21682,"Burr, Fearing"
21683,"Porta, Giambattista della"
21684,"Herculano, Alexandre"
21685,"Cupples, George, Mrs."
21686,"Stevenson, Robert Louis"
21687,"Brazil, Angela"
21688,"Butler, Dugald"
21689,"Buck, Charles Neville"
2169,"Macaulay, Thomas Babington Macaulay, Baron"
21690,"Goodwin, Maud Wilder"
21691,"Ballantyne, R. M. (Robert Michael)"
21692,"Ballantyne, R. M. (Robert Michael)"
21693,"Ballantyne, R. M. (Robert Michael)"
21694,"Ballantyne, R. M. (Robert Michael)"
21695,"Ballantyne, R. M. (Robert Michael)"
21696,"Ballantyne, R. M. (Robert Michael)"
21697,"Ballantyne, R. M. (Robert Michael)"
21698,"Ballantyne, R. M. (Robert Michael)"
21699,"Ballantyne, R. M. (Robert Michael)"
217,"Lawrence, D. H. (David Herbert)"
2170,"Macaulay, Thomas Babington Macaulay, Baron"
21700,"Byron, George Gordon Byron, Baron"
21701,"Ballantyne, R. M. (Robert Michael)"
21702,"Ballantyne, R. M. (Robert Michael)"
21703,"Ballantyne, R. M. (Robert Michael)"
21704,"Ballantyne, R. M. (Robert Michael)"
21705,"Ballantyne, R. M. (Robert Michael)"
21706,"Ballantyne, R. M. (Robert Michael)"
21707,"Ballantyne, R. M. (Robert Michael)"
21708,"Ballantyne, R. M. (Robert Michael)"
21709,"Ballantyne, R. M. (Robert Michael)"
2171,"Eliot, George"
21710,"Ballantyne, R. M. (Robert Michael)"
21711,"Ballantyne, R. M. (Robert Michael)"
21712,"Ballantyne, R. M. (Robert Michael)"
21713,"Ballantyne, R. M. (Robert Michael)"
21714,"Ballantyne, R. M. (Robert Michael)"
21715,"Ballantyne, R. M. (Robert Michael)"
21716,"Ballantyne, R. M. (Robert Michael)"
21717,"Ballantyne, R. M. (Robert Michael)"
21718,"Ballantyne, R. M. (Robert Michael)"
21719,"Ballantyne, R. M. (Robert Michael)"
2172,"Barbour, A. Maynard (Anna Maynard)"
21720,"Ballantyne, R. M. (Robert Michael)"
21721,"Ballantyne, R. M. (Robert Michael)"
21722,"Bridges, Robert"
21724,"Simmons, W. H. (William Herbert)"
21725,"Ballantyne, R. M. (Robert Michael)"
21726,"Ballantyne, R. M. (Robert Michael)"
21727,"Ballantyne, R. M. (Robert Michael)"
21728,"Ballantyne, R. M. (Robert Michael)"
21729,"Ballantyne, R. M. (Robert Michael)"
2173,"Burke, Edmund"
21730,"Ballantyne, R. M. (Robert Michael)"
21731,"Ballantyne, R. M. (Robert Michael)"
21732,"Ballantyne, R. M. (Robert Michael)"
21733,"Ballantyne, R. M. (Robert Michael)"
21734,"Ballantyne, R. M. (Robert Michael)"
21735,"Ballantyne, R. M. (Robert Michael)"
21736,"Ballantyne, R. M. (Robert Michael)"
21737,"Ballantyne, R. M. (Robert Michael)"
21738,"Ballantyne, R. M. (Robert Michael)"
21739,"Ballantyne, R. M. (Robert Michael)"
2174,"Rohner, Gerold K."
21740,"Ballantyne, R. M. (Robert Michael)"
21741,"Ballantyne, R. M. (Robert Michael)"
21742,"Ballantyne, R. M. (Robert Michael)"
21743,"Ballantyne, R. M. (Robert Michael)"
21744,"Ballantyne, R. M. (Robert Michael)"
21745,"Ballantyne, R. M. (Robert Michael)"
21746,"Ballantyne, R. M. (Robert Michael)"
21747,"Ballantyne, R. M. (Robert Michael)"
21748,"Ballantyne, R. M. (Robert Michael)"
21749,"Ballantyne, R. M. (Robert Michael)"
2175,"Shaw, Bernard"
21750,"Ballantyne, R. M. (Robert Michael)"
21751,"Ballantyne, R. M. (Robert Michael)"
21752,"Ballantyne, R. M. (Robert Michael)"
21753,"Ballantyne, R. M. (Robert Michael)"
21754,"Ballantyne, R. M. (Robert Michael)"
21755,"Ballantyne, R. M. (Robert Michael)"
21756,"Ballantyne, R. M. (Robert Michael)"
21757,"Ballantyne, R. M. (Robert Michael)"
21758,"Ballantyne, R. M. (Robert Michael)"
21759,"Whyte-Melville, G. J. (George John)"
2176,"Reynolds, Sir Joshua"
21760,"Finlay, Roger Thompson"
21761,"Lloyd, C. G. (Curtis Gates)"
21762,"Ladd, Adoniram Judson"
21763,"Ray, Anna Chapin"
21764,"Menefee, Maud"
21765,Ovid
21766,"Cory, William Johnson"
21767,"Craik, Dinah Maria Mulock"
21768,"Doyle, Arthur Conan"
21769,"Doyle, Arthur Conan"
2177,"Harte, Bret"
21770,"James, Henry"
21771,"James, Henry"
21772,"James, Henry"
21773,"James, Henry"
21774,"Underhill, Evelyn"
21776,"Beeching, H. C. (Henry Charles)"
21777,"Kipling, Rudyard"
21778,Various
21779,"Eça, Vicente de Almeida de"
2178,"Harte, Bret"
21780,"Carvalho, António Joaquim de"
21781,"Wells, H. G. (Herbert George)"
21782,"Laumer, Keith"
21783,"Ashmore, Otis"
21784,"Anderson, Elizabeth"
21785,"Barnes, William"
21786,"Mousinho de Albuquerque, Luís da Silva"
21787,"Fiske, James"
21788,"Henty, G. A. (George Alfred)"
21789,"Mornay, Philippe de, seigneur du Plessis-Marly"
2179,"Harte, Bret"
21790,"Corrozet, Gilles"
21791,"Barber, H. (Horatio)"
21792,"Savary, Anne-Jean-Marie-René, duc de Rovigo"
21793,"Birrell, Augustine"
21794,"Webster, Frank V."
21795,"Shackleford, H. K. (Harvey King)"
21796,"Scott-Elliot, W. (William)"
21797,"Leslie, Emma"
21798,"May, Karl"
21799,"Sá-Carneiro, Mário de"
218,"Caesar, Julius"
2180,"Harte, Bret"
21800,"Vondel, Joost van den"
21801,"Humboldt, Wilhelm von"
21802,"Chimalpahin Cuauhtlehuanitzin, Domingo Francisco de San Antón Muñón"
21803,"Mäkinen, Antti"
21804,"La Gironière, Paul P. de"
21805,"Roosevelt, Franklin D. (Franklin Delano)"
21806,"Cox, John"
21807,"Field, Eugene"
21808,"Field, Eugene"
21809,"Field, Eugene"
2181,"Hawthorne, Nathaniel"
21810,"Finlay, Roger Thompson"
21811,"Byron, George Gordon Byron, Baron"
21812,"Kingston, William Henry Giles"
21813,"Ballantyne, R. M. (Robert Michael)"
21814,"Stalker, James"
21815,"Fitzgerald, Percy Hetherington"
21816,"Melville, Herman"
21817,"Lover, Samuel"
21818,Various
21819,"Murray, T. B. (Thomas Boyles)"
2182,"Hawthorne, Nathaniel"
21820,"Ambient, Mark"
21821,"Lang, Andrew"
21822,"Stevens, George Alexander"
21823,"Roscoe, William"
21824,"Green, Anna Katharine"
21825,"Prévost, Marcel"
21826,Various
21827,"Quintilianus, Marcus Fabius"
21828,"Stalker, James"
21829,"Beecher, Catharine Esther"
2183,"Jerome, Jerome K. (Jerome Klapka)"
21830,"Shearon, Lillian Nicholson"
21831,"Pérez Galdós, Benito"
21832,"Finlay, Roger Thompson"
21833,"Callwell, C. E. (Charles Edward), Sir"
21834,"Milne, James"
21835,"Spargo, John"
21836,"Bailey, Arthur Scott"
21837,"Baker, Charles Whiting"
21838,"Daudet, Ernest"
21839,"Austen, Jane"
2184,"Bird, Isabella L. (Isabella Lucy)"
21840,"Robinson, William J. (William Josephus)"
21841,"Carson, James"
21842,"Webster, Frank V."
21843,"Curtis, William"
21844,"Bailey, Arthur Scott"
21845,"Bailey, Arthur Scott"
21846,"Stoddard, William Osborn"
21847,"Trollope, Anthony"
21848,"Rizal, José"
21849,"Pinero, Arthur Wing"
2185,"Harte, Bret"
21850,"Garland, Hamlin"
21851,"Williams, George Washington"
21852,"Gomme, George Laurence"
21853,"Vaughan, Mary C."
21854,"Bentley, E. C. (Edmund Clerihew)"
21855,"Leal, António Duarte Gomes"
21856,"Shakespeare, William"
21857,"Newberry, Fannie E. (Fannie Ellsworth)"
21858,"Caird, Mona"
21859,"Newman, John Henry"
2186,"Kipling, Rudyard"
21860,"Wassermann, Jakob"
21861,"Maitland, Julia Charlotte"
21862,"Söderberg, Hjalmar"
21863,"Munroe, Kirk"
21864,"Sylvester, Charles Herbert"
21865,"Warren, Maude Radford"
21866,"Mathews, R. H. (Robert Hamilton)"
21867,"Rhodes, Kathlyn"
21868,"Uchard, Mario"
21869,"Shorter, Clement King"
2187,"Wieland, Christoph Martin"
21870,"Blasco Ibáñez, Vicente"
21871,"Kingston, William Henry Giles"
21872,"Maclaren, Alexander"
21873,"Harrison, Harry"
21874,"Maurice, Furnley"
21875,"May, Karl"
21876,"Baum, L. Frank (Lyman Frank)"
21877,"Seymour, Charles"
21878,"Amundsen, Roald"
21879,"Rohmer, Sax"
2188,"Rilke, Rainer Maria"
21880,"Loubat, J. F. (Joseph Florimond)"
21881,"Sanderson, R. E. (Robert Edward)"
21882,"Ford, Sewell"
21883,"Morris, Gouverneur"
21884,"Bennett, Charles H. (Charles Henry)"
21885,"Hewlett, Maurice"
21886,"Johnston, Mary"
21887,"Nicholson, Meredith"
21888,"Graydon, William Murray"
21889,"Abbott, Jacob"
2189,"Anzengruber, Ludwig"
21890,"Guest, Edgar A. (Edgar Albert)"
21891,"Strong, Harrington"
21892,"Barbour, A. Maynard (Anna Maynard)"
21893,"Crockett, S. R. (Samuel Rutherford)"
21894,"Stratemeyer, Edward"
21895,"Rothery, Agnes"
21896,"Marsy, Arthur de"
21897,"Schmitz, James H."
21898,Various
21899,"Cornell, Frederick Carruthers"
219,"Conrad, Joseph"
2190,"Arnim, Ludwig Achim, Freiherr von"
21900,"Goodale, S. L. (Stephen Lincoln)"
21901,"Optic, Oliver"
21902,Various
21903,"Atherton, Gertrude Franklin Horn"
21904,"Green, Anna Katharine"
21905,"Reggio, Isaac Samuel"
21906,"Pérez Galdós, Benito"
21907,"Makellar, Archibald"
21908,"Leslie, Lawrence J."
21909,"Blackwell, Sarah Ellen"
2191,"Ralphson, G. Harvey (George Harvey)"
21910,"Masters, Edgar Lee"
21911,"Pina, Rui de"
21912,"Lemonnier, Camille"
21913,"Stoddard, William Osborn"
21914,"Baum, L. Frank (Lyman Frank)"
21915,"Cook, James"
21916,"Larsson, Ernst"
21917,"Frommel, Emil"
21918,Yájnavalkya
21919,"Blakely, Gilbert Sykes"
2192,"Galsworthy, John"
21920,Ovid
21921,"Fitzgerald, Percy Hetherington"
21922,"Jacobs, Aletta H. (Aletta Henriette)"
21923,"Jókai, Mór"
21924,"Berchon, Charles"
21925,"Fouchier, Louis Charles Eugène Joseph de"
21926,"Agassis, F. J."
21927,"Jacobs, W. W. (William Wymark)"
21928,"Jacobs, W. W. (William Wymark)"
21929,"Jacobs, W. W. (William Wymark)"
2193,"Harte, Bret"
21930,"Jacobs, W. W. (William Wymark)"
21931,"Jacobs, W. W. (William Wymark)"
21932,"James, Henry"
21933,"Lang, Andrew"
21934,"Lang, Andrew"
21935,"Lang, Andrew"
21936,"London, Jack"
21937,"Sigurjónsson, Jóhann"
21938,"Knox, John"
21939,Various
2194,"Sand, George"
21940,"Boylesve, René"
21941,"Holmes, Oliver Wendell"
21942,"Meade, L. T."
21943,"Chamisso, Adelbert von"
21944,"Leonard, Mary Finley"
21945,"Zola, Émile"
21946,"Alcott, Louisa May"
21947,"Uildriks, Frederike J. van"
21948,"Moody, Julia"
21949,"Lee, Minnie Mary"
2195,"Jerome, Jerome K. (Jerome Klapka)"
21950,"Coelho, J. M. Latino (José Maria Latino)"
21951,"Novák, Jan Václav"
21952,Various
21953,"Ware, William"
21954,"Guerville, A. B. de (Amédée Baillot de)"
21955,"Theiss, Lewis E. (Lewis Edwin)"
21956,"Knaresbrough Rail-Way Committee (Knaresborough, England)"
21957,"Taylor, David C. (David Clark)"
21958,"Standish, Burt L."
21959,"Lorimer, George Horace"
2196,"Loti, Pierre"
21960,"Read, Edyth Ellerbeck"
21961,"Campos, Alfredo"
21963,"Shackleford, H. K. (Harvey King)"
21965,"Hutchinson, Woods"
21966,"Murger, Henri"
21967,"Racine, Jean"
21968,"James, Henry"
21969,"James, Henry"
2197,"Dostoyevsky, Fyodor"
21970,"London, Jack"
21971,"London, Jack"
21972,"Courtenay, Calista McCabe"
21973,"Lee, R., Mrs."
21974,"Martin, Stuart"
21975,"Hofland, Mrs. (Barbara)"
21976,"Stevens, George T. (George Thomas)"
21977,"Wilkinson, J. (John)"
21978,"Playtner, H. R."
21979,"Henty, G. A. (George Alfred)"
2198,"Basile, Giambattista"
21980,"Arundel, Louis"
21981,"Adler, Felix"
21982,"Hart, George"
21983,Various
21984,"Kemp, William, active 1600"
21985,"Cholmeley, R. E."
21986,"Henty, G. A. (George Alfred)"
21987,"Baring-Gould, S. (Sabine)"
21988,"Gunn, James E."
21989,"Kafka, Franz"
2199,Homer
21990,"Johnston, Henry Phelps"
21991,"Gerard, James W. (James Watson)"
21992,"Fosdick, Harry Emerson"
21993,"Sand, George"
21994,"Lang, Andrew"
21995,"Rashdall, Hastings"
21996,"Gibbons, Herbert Adams"
21997,"Walton, O. F., Mrs."
21998,"Williamson, A. M. (Alice Muriel)"
21999,"Byrne, Donn"
22,"Roget, Peter Mark"
220,"Conrad, Joseph"
22000,"Trollope, Anthony"
22001,"Browne, William"
22002,"Inchbald, Mrs."
22003,Xenophon
22004,"Potter, Margaret Horton"
22005,"Curry, S. S. (Samuel Silas)"
22006,"Drachmann, Holger"
22007,"Faribault, G.-B. (Georges-Barthélemi)"
22008,"Knowles, Robert Edward"
2201,Human Genome Project
22010,"Russell, R. V. (Robert Vane)"
